sample_id,source_paper,district_region,ward_location,site_name,source_type,latitude,longitude,fluoride_mg_L,pH,EC_uS_cm,TDS_ppm,above_WHO_limit_1_5,above_TZ_limit_4_0,notes,sample_collection_date,year,season,total_season_rain,glim_id,lithology_code,lithology_class,lithology_detail,soil_ph,calcium_extractable,magnesium_extractable,carbon_organic,iron_extractable,distance_to_soil
MB18-079,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 2,Spring,-3.20169,36.84463,5.2,,429,240.35,YES,YES,Elevation: 1499m,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,14819.15408
MB18-080,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 3,Spring,-3.19684,36.84954,12,,770,424.05,YES,YES,Elevation: 1468m,January-February 2015,2015,short_dry,107.2345862,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,15442.36728
MB18-081,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Mandoke 4,Spring,-3.198,36.85082,21,,1287,707.3,YES,YES,Elevation: 1476m,January-February 2015,2015,short_dry,85.13348389,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,15329.72105
MB18-082,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Nasura 1,Spring,-3.20053,36.85015,9.5,,388,234.85,YES,YES,Elevation: 1489m,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,15054.03164
MB18-083,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Nasura 2,Spring,-3.20321,36.85243,31,,1848,1111.2,YES,YES,Elevation: 1489m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,14727.48085
MB18-084,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Ngarenanyuki,River,-3.20266,36.85678,30,,1852,1149.6,YES,YES,Elevation: 1489m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,14691.67452
MB18-085,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Nasura Water,Spring,-3.21665,36.8721,3.9,,346,243.65,YES,NO,Elevation: 1516m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,12934.29674
MB18-086,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Ngujawi A,Spring,-3.216,36.87218,26,,1771,1086,YES,YES,Elevation: 1506m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13005.46378
MB18-087,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Sekedo,Spring,-3.21173,36.87397,29,,1835,1212,YES,YES,Elevation: 1497m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13464.82197
MB18-088,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Ngujawi B,Spring,-3.21244,36.8729,25,,2020,1290,YES,YES,Elevation: 1499m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13393.44402
MB18-089,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Bulebule B,Spring,-3.17749,36.85318,9.5,,945,586.3,YES,YES,Elevation: 1454m,January-February 2015,2015,short_dry,85.13348389,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,17506.98941
MB18-090,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Olkung'wado Bulebule A,Spring,-3.1776,36.85306,7.2,,724,429,YES,YES,Elevation: 1452m,January-February 2015,2015,short_dry,85.13348389,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,17497.33233
MB18-091,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Uwiro,Ngali Maji,Spring,-3.15511,36.859,7.6,,851,515.9,YES,YES,Elevation: 1429m,January-February 2015,2015,short_dry,85.13348389,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,19863.88521
MB18-092,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Uwiro,Ngarenanyuki Pr/School,Spring,-3.15247,36.84129,4.7,,869,392.15,YES,YES,Elevation: 1478m,January-February 2015,2015,short_dry,107.2345862,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,20182.96318
MB18-093,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Kisimiri,Kismiri Chini,Spring,-3.17044,36.81693,5.6,,649,179.3,YES,YES,Elevation: 1613m,January-February 2015,2015,short_dry,107.2345862,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,18113.00427
MB18-094,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Kisimiri,Kismiri Juu,Spring,-3.17097,36.81117,1.5,,330,194.7,NO,NO,Elevation: 1663m,January-February 2015,2015,short_dry,107.2345862,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,18092.56797
MB18-095,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Lake Lekandiro,Lake,-3.21255,36.8948,,,9230,199.3,UNKNOWN,UNKNOWN,Elevation: 1469m,January-February 2015,2015,short_dry,92.61154175,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,13445.83225
MB18-096,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Lake Rishaten,Lake,-3.23163,36.83917,,,28900,897.7,UNKNOWN,UNKNOWN,Elevation: Nonem,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,11448.25635
MB18-097,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Ngarenanyuki - Ngarenanyuki,Small spring Arusha NP,River,-3.24367,36.83916,10.2,,908,,YES,YES,Elevation: 1694m,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,10131.332
MB18-099,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Nkoarua,Mfulonyi,Spring,-3.34869,36.76672,0.92,,174,95.65,NO,NO,Elevation: 1482m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6558.949557
MB18-100,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Filonyi,Camatec A,Spring,-3.33318,36.76793,0.81,,160,93.72,NO,NO,Elevation: 1586m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6213.873775
MB18-101,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Filonyi,Camatec B,Spring,-3.33272,36.76775,0.66,,162,90.53,NO,NO,Elevation: 1585m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6234.682947
MB18-102,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Filonyi,Malala River,River,-3.3325,36.76791,2.2,,136,76.18,YES,NO,Elevation: 1585m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6217.390979
MB18-103,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Ngwaimare,Spring,-3.35905,36.7558,1.1,,209,124,NO,NO,Elevation: 1451m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,7145.808158
MB18-104,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Petro Akyoo,Spring,-3.364,36.75856,1.7,,232,137,YES,NO,Elevation: 1425m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6525.335403
MB18-105,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Uronyi Mzee Seeo,Spring,-3.36789,36.75935,2.2,,247,144,YES,NO,Elevation: 1383m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6138.039244
MB18-106,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Lekuta,Spring,-3.36421,36.76149,2,,250,147,YES,NO,Elevation: 1415m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6306.996721
MB18-107,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Lemteri,Spring,-3.36892,36.76375,1.4,,244,144,NO,NO,Elevation: 1373m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5739.400127
MB18-108,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Kwa Pailoti,Spring,-3.36715,36.762,2.1,,257,145,YES,NO,Elevation: 1394m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6013.832949
MB18-109,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Ambureni,Kwa Laizer,Spring,-3.3736,36.76317,1.6,,254,145,YES,NO,Elevation: 1349m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5382.084026
MB18-110,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoanrua - Shambarai,Machumba,Spring,-3.38834,36.7682,0.93,,260,157,NO,NO,Elevation: 1277m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3849.617232
MB18-111,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Ndulumanga,Ndulumanga A,Spring,-3.35465,36.8479,1.3,,248,136.4,NO,NO,Elevation: 1195m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3169.541614
MB18-112,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Ndulumanga,Ndulumanga B,Spring,-3.35357,36.84851,1.3,,250,137.5,NO,NO,Elevation: 1220m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3079.683516
MB18-113,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - USA,Sangananu 1,Spring,-3.34111,36.8588,1.5,,194,106.81,NO,NO,Elevation: 1255m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2060.903549
MB18-114,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - USA,Sangananu 2,Spring,-3.33925,36.86167,1.7,,189,104.01,YES,NO,Elevation: 1270m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1878.979294
MB18-115,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nkoanekoli,Nkoanikole 1,Spring,-3.34034,36.85592,1.2,,219,120.45,NO,NO,Elevation: 1276m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2389.23575
MB18-116,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nkoanekoli,Muralikoka 2,Spring,-3.33606,36.86441,5,,328,180.4,YES,YES,Elevation: 1277m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1840.291605
MB18-117,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nkoanekoli,Usa River,River,-3.33545,36.86257,3,,232,127.6,YES,NO,Elevation: 1270m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2032.337086
MB18-118,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nkoanekoli,Mraakare River,River,-3.33565,36.86317,4.9,,304,167.2,YES,YES,Elevation: 1275m,January-February 2015,2015,short_dry,71.62697315,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,1969.192219
MB18-119,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nshupu,Ngaresero Lodge,Spring,-3.35969,36.83775,1.6,,186,114.95,YES,NO,Elevation: 1235m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3264.860764
MB18-120,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nshupu,Nak I,Spring,-3.36589,36.83671,1.6,,200,116.05,YES,NO,Elevation: 1205m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3837.083315
MB18-121,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nshupu,Nak II,Spring,-3.36633,36.83761,1.6,,209,116.6,YES,NO,Elevation: 1224m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3920.663026
MB18-122,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoaranga - Nshupu,Nak III,Spring,-3.36561,36.83869,1.7,,206,116.05,YES,NO,Elevation: 1205m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3897.295373
MB18-123,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoarisambu - Mfulonyi,Kumu,Spring,-3.33834,36.77346,0.74,,153,83.99,NO,NO,Elevation: 1539m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5620.373393
MB18-124,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoarisambu - Mfulonyi,Mfulonyi,Spring,-3.33834,36.77461,0.66,,151,82.83,NO,NO,Elevation: 1543m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5492.869624
MB18-125,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoarisambu - Mfulonyi,Mfulonyi,Spring,-3.33881,36.77557,0.71,,156,85.58,NO,NO,Elevation: 1523m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,5391.559972
MB18-126,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Nkoarisambu - Mburu Kuku,Masee,Spring,-3.31503,36.77085,0.86,,116,70.35,NO,NO,Elevation: 1873m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,6244.799134
MB18-127,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Poli,Mitateni,Spring,-3.35595,36.80382,2.2,,245,134.75,YES,NO,Elevation: 1297m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3307.497118
MB18-128,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Poli,Makilele,Spring,-3.35542,36.80437,1.8,,265,145.75,YES,NO,Elevation: 1308m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3222.886772
MB18-129,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Poli,Kuluwo,Spring,-3.3549,36.8054,1.7,,268,147.4,YES,NO,Elevation: 1310m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3103.698505
MB18-130,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Poli,Kivulini,Spring,-3.3519,36.80667,0.82,,254,139.7,NO,NO,Elevation: 1306m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2762.66683
MB18-131,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Ndatu,Nkura,Spring,-3.35775,36.81234,0.87,,279,153.45,NO,NO,Elevation: 1274m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2941.145292
MB18-132,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Ndatu,Karamu,Spring,-3.36393,36.82047,1.3,,289,158.95,NO,NO,Elevation: 1210m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3357.628638
MB18-133,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Nshupu,Nak IV,Spring,-3.3663,36.83518,1.7,,215,119.35,YES,NO,Elevation: 1207m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3819.063038
MB18-134,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Poli - Nshupu,Nak V,Spring,-3.36628,36.83405,1.7,,217,120.45,YES,NO,Elevation: 1216m,January-February 2015,2015,short_dry,71.07786417,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3776.853385
MB18-135,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Poli,Uriro,Spring,-3.33921,36.7905,1.5,,177,97.57,NO,NO,Elevation: 1499m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3748.959528
MB18-136,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Poli,Nasa,Spring,-3.33945,36.79296,1.1,,170,93.56,NO,NO,Elevation: 1489m,January-February 2015,2015,short_dry,88.10014057,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,3483.558656
MB18-137,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Kimath,Spring,-3.35834,36.79654,1.6,,207,93.15,YES,NO,Elevation: 1341m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4069.497582
MB18-138,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Mavinuni Bridge,River,-3.35688,36.79362,1.5,,163,73.35,NO,NO,Elevation: 1341m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4216.891537
MB18-139,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Seti,Spring,-3.36529,36.79794,1.6,,185,83.25,YES,NO,Elevation: 1295m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4518.841238
MB18-140,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Kimafie,Spring,-3.36452,36.79818,1.3,,178,80.1,NO,NO,Elevation: 1281m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4436.135271
MB18-141,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Tito,Spring,-3.36634,36.79798,1.2,,190,85.5,NO,NO,Elevation: 1285m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4606.455006
MB18-142,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Seela Sing'isi - Sing'isi,Metengoi,Spring,-3.37074,36.79625,1.3,,207,93.15,NO,NO,Elevation: 1271m,January-February 2015,2015,short_dry,66.80241919,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,4333.649272
MB18-143,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Songoro - Songoro,Rest House Arusha NP,River,-3.24957,36.84855,19.4,,1545,,YES,YES,Elevation: 1698m,January-February 2015,2015,short_dry,111.7688522,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,9731.538716
MB18-144,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Usa River - Magadilisha 1,Chemchem 1,Spring,-3.35355,36.8561,1.2,,249,136.95,NO,NO,Elevation: 1222m,January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2252.549697
MB18-145,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Usa River - Magadilisha 2,Chemchem 2,Spring,-3.35355,36.85355,1.3,,246,135.3,NO,NO,Elevation: 1224m,January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2528.958971
MB18-146,Mbabaye et al. 2018 (Tanzania J. Science 44(3):72-92),"Meru, Arusha Region",Usa River - Magadilisha 3,Chemchem 3,Spring,-3.35474,36.85498,1.2,,246,135.3,NO,NO,Elevation: 1215m,January-February 2015,2015,short_dry,66.46977615,AFR9077,vi,intermediate_volcanic_rocks,vi____,,,,,,2407.428476
BY23-01,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Chemba, Dodoma Region",Chemba,Chemba district summary (26 samples),District aggregate (borehole/deep well),-4.98,35.99,0.87,,,,PARTIAL,YES,DISTRICT AGGREGATE - n=26 samples | F range: 0.11-7.3 mg/L | Mean±SD: 0.87±1.67 | 7.69% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,107.3635912,AFR7274,mt,metamorphic_rocks,mt____,,,,,,5352.644103
BY23-02,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Kondoa, Dodoma Region",Kondoa,Kondoa district summary (23 samples),District aggregate (borehole/deep well),-4.9,35.78,0.48,,,,NO,NO,DISTRICT AGGREGATE - n=23 samples | F range: 0.11-0.9 mg/L | Mean±SD: 0.48±0.21 | 0.0% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,130.7382584,AFR7274,mt,metamorphic_rocks,mt____,,,,,,6434.725581
BY23-03,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Kongwa, Dodoma Region",Kongwa,Kongwa district summary (19 samples),District aggregate (borehole/deep well),-6.2,36.42,0.46,,,,NO,NO,DISTRICT AGGREGATE - n=19 samples | F range: 0.17-0.89 mg/L | Mean±SD: 0.46±0.25 | 0.0% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,165.3817639,AFR7274,mt,metamorphic_rocks,mt____,,,,,,8472.297141
BY23-04,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Chamwino, Dodoma Region",Chamwino,Chamwino district summary (46 samples),District aggregate (borehole/deep well),-6.15,35.55,0.59,,,,NO,NO,DISTRICT AGGREGATE - n=46 samples | F range: 0.06-1.01 mg/L | Mean±SD: 0.59±0.2 | 0.0% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,185.5747819,AFR7274,mt,metamorphic_rocks,mt____,,,,,,27520.41435
BY23-05,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Mpwapwa, Dodoma Region",Mpwapwa,Mpwapwa district summary (15 samples),District aggregate (borehole/deep well),-6.35,36.49,0.36,,,,NO,NO,DISTRICT AGGREGATE - n=15 samples | F range: 0.06-0.8 mg/L | Mean±SD: 0.36±0.23 | 0.0% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,198.3944516,AFR7274,mt,metamorphic_rocks,mt____,,,,,,4951.186133
BY23-06,"Banyikwa 2023 (Scientific African 21, e01783, DOI: 10.1016/j.sciaf.2023.e01783)","Dodoma Urban, Dodoma Region",Dodoma Urban,Dodoma Urban district summary (26 samples),District aggregate (borehole/deep well),-6.173,35.739,0.64,,,,NO,NO,DISTRICT AGGREGATE - n=26 samples | F range: 0.22-1.02 mg/L | Mean±SD: 0.64±0.38 | 0.0% above WHO limit | Individual GPS: email andrew.banyikwa@udom.ac.tz,January-February 2015,2015,short_dry,209.2075384,AFR7274,mt,metamorphic_rocks,mt____,,,,,,23953.74426
